[2022-11-01 13:58:56,955][lightning][INFO] - successful load initial weights
[2022-11-01 13:58:58,836][lightning][INFO] - reference : джой хватит
[2022-11-01 13:58:58,836][lightning][INFO] - prediction: 
[2022-11-01 13:58:58,912][lightning][INFO] - reference : джой надоел
[2022-11-01 13:58:58,912][lightning][INFO] - prediction: л
[2022-11-01 13:58:59,123][lightning][INFO] - reference : салют приложение сверни
[2022-11-01 13:58:59,123][lightning][INFO] - prediction: 
[2022-11-01 13:58:59,214][lightning][INFO] - reference : сбер набери ковалева
[2022-11-01 13:58:59,214][lightning][INFO] - prediction: 
[2022-11-01 13:58:59,391][lightning][INFO] - reference : салют набери сергея
[2022-11-01 13:58:59,392][lightning][INFO] - prediction: 
[2022-11-01 13:58:59,471][lightning][INFO] - reference : джой продолжить
[2022-11-01 13:58:59,472][lightning][INFO] - prediction: 
[2022-11-01 13:58:59,668][lightning][INFO] - reference : афина вызов кире нуруллину
[2022-11-01 13:58:59,668][lightning][INFO] - prediction: 
[2022-11-01 13:58:59,749][lightning][INFO] - reference : сбер вызов валерону
[2022-11-01 13:58:59,749][lightning][INFO] - prediction: т
[2022-11-01 13:58:59,898][lightning][INFO] - reference : афина скрой приложение
[2022-11-01 13:58:59,899][lightning][INFO] - prediction: 
[2022-11-01 13:59:00,091][lightning][INFO] - reference : сбер случайный трек
[2022-11-01 13:59:00,091][lightning][INFO] - prediction: 
[2022-11-01 13:59:00,439][lightning][INFO] - reference : салют кто лучше играет месси или роналду
[2022-11-01 13:59:00,439][lightning][INFO] - prediction: 
[2022-11-01 13:59:00,613][lightning][INFO] - reference : эбби хэтчер
[2022-11-01 13:59:00,613][lightning][INFO] - prediction: 
[2022-11-01 13:59:00,781][lightning][INFO] - reference : зачем нужны фразеологизмы если они никому не понятны
[2022-11-01 13:59:00,781][lightning][INFO] - prediction: т
[2022-11-01 13:59:01,010][lightning][INFO] - reference : что такое перспектива
[2022-11-01 13:59:01,010][lightning][INFO] - prediction: а
[2022-11-01 13:59:01,111][lightning][INFO] - reference : салют поставь явь
[2022-11-01 13:59:01,111][lightning][INFO] - prediction: 
[2022-11-01 13:59:01,183][lightning][INFO] - reference : сбер перезвони шарипову
[2022-11-01 13:59:01,183][lightning][INFO] - prediction: т
[2022-11-01 13:59:01,374][lightning][INFO] - reference : афина предыдущая
[2022-11-01 13:59:01,374][lightning][INFO] - prediction: т
[2022-11-01 13:59:01,550][lightning][INFO] - reference : салют следующий трек
[2022-11-01 13:59:01,550][lightning][INFO] - prediction: 
[2022-11-01 13:59:01,631][lightning][INFO] - reference : джой набери склярову
[2022-11-01 13:59:01,631][lightning][INFO] - prediction: т
[2022-11-01 13:59:01,755][lightning][INFO] - reference : афина завершить навык
[2022-11-01 13:59:01,755][lightning][INFO] - prediction: т
[2022-11-01 13:59:02,023][lightning][INFO] - reference : салют дизлайк
[2022-11-01 13:59:02,023][lightning][INFO] - prediction: 
[2022-11-01 13:59:02,327][lightning][INFO] - reference : афина здравствуйте помогите подключить быстрый платеж
[2022-11-01 13:59:02,327][lightning][INFO] - prediction: 
[2022-11-01 13:59:02,610][lightning][INFO] - reference : джой веб сайт чемпионат испании по футболу
[2022-11-01 13:59:02,610][lightning][INFO] - prediction: т
[2022-11-01 13:59:03,008][lightning][INFO] - reference : джой почему в японии женщинам не дают готовить суши
[2022-11-01 13:59:03,008][lightning][INFO] - prediction: 
[2022-11-01 13:59:03,357][lightning][INFO] - reference : салют карта маршалловы острова
[2022-11-01 13:59:03,357][lightning][INFO] - prediction: 
[2022-11-01 13:59:03,584][lightning][INFO] - reference : салют какие неореализм в кино ты знаешь
[2022-11-01 13:59:03,584][lightning][INFO] - prediction: 
[2022-11-01 13:59:03,733][lightning][INFO] - reference : афина давай через пять минут спать
[2022-11-01 13:59:03,733][lightning][INFO] - prediction: 
[2022-11-01 13:59:04,049][lightning][INFO] - reference : афина какие виды эрис ты знаешь
[2022-11-01 13:59:04,049][lightning][INFO] - prediction: 
[2022-11-01 13:59:04,282][lightning][INFO] - reference : салют в каком городе находится памятник родина мать
[2022-11-01 13:59:04,282][lightning][INFO] - prediction: т
[2022-11-01 13:59:04,497][lightning][INFO] - reference : салют как называется валюта в пакистане
[2022-11-01 13:59:04,498][lightning][INFO] - prediction: 
[2022-11-01 13:59:04,851][lightning][INFO] - reference : сбер подскажите подготовьте мне выписку по счету
[2022-11-01 13:59:04,852][lightning][INFO] - prediction: 
[2022-11-01 13:59:05,162][lightning][INFO] - reference : салют я вернулся
[2022-11-01 13:59:05,162][lightning][INFO] - prediction: т
[2022-11-01 13:59:05,452][lightning][INFO] - reference : афина какая площадь у города вязьма
[2022-11-01 13:59:05,452][lightning][INFO] - prediction: 
[2022-11-01 13:59:05,749][lightning][INFO] - reference : джой включи пожалуйста таймер на один час
[2022-11-01 13:59:05,749][lightning][INFO] - prediction: 
[2022-11-01 13:59:05,993][lightning][INFO] - reference : сбер прошу звук громче сделай
[2022-11-01 13:59:05,993][lightning][INFO] - prediction: т
[2022-11-01 13:59:06,087][lightning][INFO] - reference : салют перезвони полине
[2022-11-01 13:59:06,087][lightning][INFO] - prediction: т
[2022-11-01 13:59:06,208][lightning][INFO] - reference : салют надоел
[2022-11-01 13:59:06,209][lightning][INFO] - prediction: 
[2022-11-01 13:59:06,349][lightning][INFO] - reference : джой набери галину альбертовну елисееву
[2022-11-01 13:59:06,349][lightning][INFO] - prediction: т
[2022-11-01 13:59:06,450][lightning][INFO] - reference : джой надоел
[2022-11-01 13:59:06,450][lightning][INFO] - prediction: 
[2022-11-01 13:59:06,664][lightning][INFO] - reference : афина повтор
[2022-11-01 13:59:06,665][lightning][INFO] - prediction: 
[2022-11-01 13:59:06,760][lightning][INFO] - reference : сбер набери инну дугину
[2022-11-01 13:59:06,760][lightning][INFO] - prediction: 
[2022-11-01 13:59:06,888][lightning][INFO] - reference : афина набери блинова
[2022-11-01 13:59:06,888][lightning][INFO] - prediction: 
[2022-11-01 13:59:07,056][lightning][INFO] - reference : джой звонок виктору
[2022-11-01 13:59:07,056][lightning][INFO] - prediction: т
[2022-11-01 13:59:07,175][lightning][INFO] - reference : сбер покажи текст песни
[2022-11-01 13:59:07,175][lightning][INFO] - prediction: 
[2022-11-01 13:59:07,337][lightning][INFO] - reference : салют предыдущая
[2022-11-01 13:59:07,337][lightning][INFO] - prediction: 
[2022-11-01 13:59:07,433][lightning][INFO] - reference : салют выйти
[2022-11-01 13:59:07,433][lightning][INFO] - prediction: 
[2022-11-01 13:59:07,641][lightning][INFO] - reference : салют набери надежду васильевну крайнову
[2022-11-01 13:59:07,641][lightning][INFO] - prediction: 
[2022-11-01 13:59:07,734][lightning][INFO] - reference : сбер назад
[2022-11-01 13:59:07,734][lightning][INFO] - prediction: 
