[2022-11-01 10:53:26,222][lightning][INFO] - successful load initial weights
[2022-11-01 10:53:32,700][lightning][INFO] - reference : джой хватит
[2022-11-01 10:53:32,700][lightning][INFO] - prediction: 
[2022-11-01 10:53:32,768][lightning][INFO] - reference : джой надоел
[2022-11-01 10:53:32,768][lightning][INFO] - prediction:  
[2022-11-01 10:53:37,373][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 10:53:37,373][lightning][INFO] - prediction: л па та ас габ когито како пдуи
[2022-11-01 10:53:39,155][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 10:53:39,155][lightning][INFO] - prediction: юа
[2022-11-01 10:53:40,455][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 10:53:40,456][lightning][INFO] - prediction: аииаака кинекекаееа таакааееаненениепииа
[2022-11-01 10:53:42,204][lightning][INFO] - reference : сбер здравствуйте сегодня работает банк на гамзатова шестьдесят четыре
[2022-11-01 10:53:42,204][lightning][INFO] - prediction: о ноотопоонооколанокоонен
[2022-11-01 10:53:43,670][lightning][INFO] - reference : афина отключить таймер
[2022-11-01 10:53:43,670][lightning][INFO] - prediction: афиа абаа
[2022-11-01 10:53:45,130][lightning][INFO] - reference : афина когда перестал существовать саманиды
[2022-11-01 10:53:45,130][lightning][INFO] - prediction: осинупогени аиооасанобеи
[2022-11-01 10:53:46,855][lightning][INFO] - reference : афина из за чего муха не падает со стены
[2022-11-01 10:53:46,855][lightning][INFO] - prediction: афинадичивануконипаныисисстени
[2022-11-01 10:53:48,512][lightning][INFO] - reference : сбер здравствуйте как подключить услугу бонусы спасибо
[2022-11-01 10:53:48,512][lightning][INFO] - prediction: сбер тасети котоочиосенунонесткадсина
[2022-11-01 10:53:49,998][lightning][INFO] - reference : афина поставь будильник на восемь утра
[2022-11-01 10:53:49,998][lightning][INFO] - prediction: ачина пастабуденви габочину
