[2022-11-01 12:12:49,692][lightning][INFO] - successful load initial weights
[2022-11-01 12:12:51,319][lightning][INFO] - reference : джой хватит
[2022-11-01 12:12:51,320][lightning][INFO] - prediction: а
[2022-11-01 12:12:51,389][lightning][INFO] - reference : джой надоел
[2022-11-01 12:12:51,389][lightning][INFO] - prediction: а
[2022-11-01 12:12:56,393][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 12:12:56,393][lightning][INFO] - prediction: т оеиос хиао
[2022-11-01 12:12:58,493][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 12:12:58,493][lightning][INFO] - prediction: ел
[2022-11-01 12:12:59,998][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 12:12:59,998][lightning][INFO] - prediction: жеепеатанеенаааанапедеалеенедаен
[2022-11-01 12:13:01,962][lightning][INFO] - reference : сбер здравствуйте сегодня работает банк на гамзатова шестьдесят четыре
[2022-11-01 12:13:01,962][lightning][INFO] - prediction: атсдатидтоадтоо
[2022-11-01 12:13:03,641][lightning][INFO] - reference : афина отключить таймер
[2022-11-01 12:13:03,641][lightning][INFO] - prediction: оо
[2022-11-01 12:13:05,327][lightning][INFO] - reference : афина когда перестал существовать саманиды
[2022-11-01 12:13:05,327][lightning][INFO] - prediction: роектиакалаттно
[2022-11-01 12:13:07,328][lightning][INFO] - reference : афина из за чего муха не падает со стены
[2022-11-01 12:13:07,328][lightning][INFO] - prediction: ае каоккони оиса
[2022-11-01 12:13:09,165][lightning][INFO] - reference : сбер здравствуйте как подключить услугу бонусы спасибо
[2022-11-01 12:13:09,165][lightning][INFO] - prediction: сееееакоеанаааекатина
[2022-11-01 12:13:10,888][lightning][INFO] - reference : афина поставь будильник на восемь утра
[2022-11-01 12:13:10,888][lightning][INFO] - prediction: каи ката пудеекоааа
[2022-11-01 12:13:12,642][lightning][INFO] - reference : сбер выведи мне адреса банкоматов сбербанка
[2022-11-01 12:13:12,642][lightning][INFO] - prediction: сбер нритиненастамконанномнот
[2022-11-01 12:13:14,064][lightning][INFO] - reference : афина чем занимается роснанотех
[2022-11-01 12:13:14,064][lightning][INFO] - prediction: афинеалосиниаатабосканти
[2022-11-01 12:13:15,688][lightning][INFO] - reference : джой какие болонки ты знаешь
[2022-11-01 12:13:15,689][lightning][INFO] - prediction: дой котианатитоснот
[2022-11-01 12:13:17,346][lightning][INFO] - reference : джой включи корнилич
[2022-11-01 12:13:17,347][lightning][INFO] - prediction: джой ключикали
[2022-11-01 12:13:19,243][lightning][INFO] - reference : салют сводный отчет по картам
[2022-11-01 12:13:19,243][lightning][INFO] - prediction: салютсо кочса поа
[2022-11-01 12:13:20,845][lightning][INFO] - reference : сбер ужасы стивена спилберга
[2022-11-01 12:13:20,845][lightning][INFO] - prediction: сбер асестис пинме
[2022-11-01 12:13:22,631][lightning][INFO] - reference : сбер сделай пополнение телефона на двести рублей
[2022-11-01 12:13:22,631][lightning][INFO] - prediction: берсджел пооролинутеоннаестерои
[2022-11-01 12:13:24,641][lightning][INFO] - reference : афина а есть информация по погоде в городе мышкин
[2022-11-01 12:13:24,641][lightning][INFO] - prediction: афина калиичанатокбоодаборзенччи
[2022-11-01 12:13:26,446][lightning][INFO] - reference : яркость освещения на веранде нужно увеличить на двадцать пять процентов
[2022-11-01 12:13:26,446][lightning][INFO] - prediction: бкастащиненонеденонполиченоатетеаа
[2022-11-01 12:13:28,014][lightning][INFO] - reference : сбер по какой причине мне пришло отказ по кредиту
[2022-11-01 12:13:28,014][lightning][INFO] - prediction: сбер покококплючининекечемо готкас поитита
[2022-11-01 12:13:30,041][lightning][INFO] - reference : сбер что за регион оплаты
[2022-11-01 12:13:30,041][lightning][INFO] - prediction: сбера озризатато
[2022-11-01 12:13:31,879][lightning][INFO] - reference : салют что такое острова кука
[2022-11-01 12:13:31,879][lightning][INFO] - prediction: салют чтаклажданоуго
[2022-11-01 12:13:33,897][lightning][INFO] - reference : джой фильм про шварценеггера терминатор
[2022-11-01 12:13:33,897][lightning][INFO] - prediction: джой кил жваснадеретененад
[2022-11-01 12:13:35,738][lightning][INFO] - reference : джой могу поменять офис получения карты
[2022-11-01 12:13:35,739][lightning][INFO] - prediction: джой ау тоненатотес колючине кате
[2022-11-01 12:13:37,753][lightning][INFO] - reference : джой давно пора
[2022-11-01 12:13:37,754][lightning][INFO] - prediction: джой нарор
[2022-11-01 12:13:39,389][lightning][INFO] - reference : афина для чего нужна финансовая аналитика
[2022-11-01 12:13:39,389][lightning][INFO] - prediction: афина ечелонатинасерананите
[2022-11-01 12:13:40,957][lightning][INFO] - reference : джой пропали карты
[2022-11-01 12:13:40,957][lightning][INFO] - prediction: джой папон парко
[2022-11-01 12:13:42,604][lightning][INFO] - reference : джой вруби мое музло
[2022-11-01 12:13:42,604][lightning][INFO] - prediction: джой уди моне босво
[2022-11-01 12:13:44,527][lightning][INFO] - reference : сбер когда начался сербский договор
[2022-11-01 12:13:44,527][lightning][INFO] - prediction: сбер каднатасатешидонаро
[2022-11-01 12:13:46,256][lightning][INFO] - reference : салют здравствуйте есть ли деньги у меня на счете
[2022-11-01 12:13:46,256][lightning][INFO] - prediction: салют  тастт деситдеи мерношять
[2022-11-01 12:13:47,982][lightning][INFO] - reference : салют как часто можно выходить на ули
[2022-11-01 12:13:47,982][lightning][INFO] - prediction: салют ачистимозазадинални
[2022-11-01 12:13:49,625][lightning][INFO] - reference : сбер что тебе известно
[2022-11-01 12:13:49,625][lightning][INFO] - prediction: сбер ччотипезесна
[2022-11-01 12:13:51,251][lightning][INFO] - reference : салют перекинь ка деньги а то баланс на сотовом телефоне кончился
[2022-11-01 12:13:51,251][lightning][INFO] - prediction: салют прюкти кодени котобалаасбодехоикотоса
[2022-11-01 12:13:52,880][lightning][INFO] - reference : афина оплата связи второй номер
[2022-11-01 12:13:52,880][lightning][INFO] - prediction: афи накла пуслетет каронана
[2022-11-01 12:13:54,721][lightning][INFO] - reference : афина какими навыками знаниями и качествами должен обладать современный мужчина чтобы быть капитальным красавчиком
[2022-11-01 12:13:54,722][lightning][INFO] - prediction: афина какини набутизнанини качтендожнодлодасвиненилуимтветтопита росоч
[2022-11-01 12:13:56,276][lightning][INFO] - reference : сбер что будет если меня поймают с наркотиками а я скажу что нашел их и хочу сдать
[2022-11-01 12:13:56,276][lightning][INFO] - prediction: сбер чтовбдикиссимоникоаскожпочтимолестожежитмужошикочистарт
[2022-11-01 12:13:57,829][lightning][INFO] - reference : салют перевыпустите карту московского региона
[2022-11-01 12:13:57,829][lightning][INFO] - prediction: салюс беревобостикатомоаспостворививат
[2022-11-01 12:13:59,378][lightning][INFO] - reference : афина как учился базаров александр
[2022-11-01 12:13:59,378][lightning][INFO] - prediction: афина какучаса пазаратаресата
[2022-11-01 12:14:01,191][lightning][INFO] - reference : сбер баланс на карте сорок восемь двадцать пять последние четыре цифры
[2022-11-01 12:14:01,191][lightning][INFO] - prediction: аинасбер поасвакартысерусидацте поенетенуаа
[2022-11-01 12:14:02,742][lightning][INFO] - reference : афида последний перевод на пятьсот рублей можно узнать данные карты
[2022-11-01 12:14:02,742][lightning][INFO] - prediction: афида атидидревататицакоробнет мзузнадани карта
[2022-11-01 12:14:04,223][lightning][INFO] - reference : афина не хочу разговаривать в тишине фильм смотрю
[2022-11-01 12:14:04,224][lightning][INFO] - prediction: афинанекочеродавораттишине и
[2022-11-01 12:14:05,992][lightning][INFO] - reference : джой перевести тысячу рублей другу
[2022-11-01 12:14:05,992][lightning][INFO] - prediction: джой первесстетечирредерого
[2022-11-01 12:14:07,618][lightning][INFO] - reference : салют будильник на пятнадцать пятнадцать в среду
[2022-11-01 12:14:07,618][lightning][INFO] - prediction: салют можине поексо попас среги
[2022-11-01 12:14:09,114][lightning][INFO] - reference : кто продюсер андалузский пес
[2022-11-01 12:14:09,114][lightning][INFO] - prediction: оратифе пададуски пись
[2022-11-01 12:14:10,855][lightning][INFO] - reference : салют какие иерусалимский синдром ты знаешь
[2022-11-01 12:14:10,855][lightning][INFO] - prediction: салют какиерсалинсписидро ызнаеь
[2022-11-01 12:14:12,570][lightning][INFO] - reference : афина подожди с музыкой
[2022-11-01 12:14:12,570][lightning][INFO] - prediction: афина подадисмвоко кау
[2022-11-01 12:14:14,385][lightning][INFO] - reference : сбер перемотай на пятнадцать минут назад я не успел приготовить кофе
[2022-11-01 12:14:14,385][lightning][INFO] - prediction: сбер перемотана кпасни назакенискекрдедеои
