[2022-11-01 11:39:27,335][lightning][INFO] - successful load initial weights
[2022-11-01 11:39:28,917][lightning][INFO] - reference : джой хватит
[2022-11-01 11:39:28,917][lightning][INFO] - prediction: 
[2022-11-01 11:39:28,987][lightning][INFO] - reference : джой надоел
[2022-11-01 11:39:28,987][lightning][INFO] - prediction: 
[2022-11-01 11:39:33,502][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 11:39:33,502][lightning][INFO] - prediction: нт енввккенеии пппннна хо ин
[2022-11-01 11:39:35,389][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 11:39:35,389][lightning][INFO] - prediction: 
[2022-11-01 11:39:36,731][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 11:39:36,731][lightning][INFO] - prediction: аааккетатаназапетатаанаателеперенаавеа
[2022-11-01 11:39:38,362][lightning][INFO] - reference : сбер здравствуйте сегодня работает банк на гамзатова шестьдесят четыре
[2022-11-01 11:39:38,363][lightning][INFO] - prediction: б   етонол енаонааноео
[2022-11-01 11:39:39,906][lightning][INFO] - reference : афина отключить таймер
[2022-11-01 11:39:39,906][lightning][INFO] - prediction: с ае
[2022-11-01 11:39:41,409][lightning][INFO] - reference : афина когда перестал существовать саманиды
[2022-11-01 11:39:41,409][lightning][INFO] - prediction: джаот атавотиткалио
[2022-11-01 11:39:42,776][lightning][INFO] - reference : джой хватит
[2022-11-01 11:39:42,777][lightning][INFO] - prediction: сжа
[2022-11-01 11:39:42,844][lightning][INFO] - reference : джой надоел
[2022-11-01 11:39:42,844][lightning][INFO] - prediction: джй
[2022-11-01 11:39:47,133][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 11:39:47,134][lightning][INFO] - prediction: фина и каатеенитипата аиве
[2022-11-01 11:39:48,758][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 11:39:48,758][lightning][INFO] - prediction: джой аи теесиссес
[2022-11-01 11:39:50,070][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 11:39:50,071][lightning][INFO] - prediction: с сни попудинабаанинняскаипепочиренини ниледе
