[2022-11-01 11:53:59,488][lightning][INFO] - successful load initial weights
[2022-11-01 11:54:01,390][lightning][INFO] - reference : джой хватит
[2022-11-01 11:54:01,390][lightning][INFO] - prediction: 
[2022-11-01 11:54:01,460][lightning][INFO] - reference : джой надоел
[2022-11-01 11:54:01,460][lightning][INFO] - prediction:   
[2022-11-01 11:54:06,127][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 11:54:06,128][lightning][INFO] - prediction: геа  н иае кооу
[2022-11-01 11:54:08,117][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 11:54:08,117][lightning][INFO] - prediction: сае ытыпоое
[2022-11-01 11:54:09,447][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 11:54:09,448][lightning][INFO] - prediction: сааипкааатаае
[2022-11-01 11:54:11,318][lightning][INFO] - reference : сбер здравствуйте сегодня работает банк на гамзатова шестьдесят четыре
[2022-11-01 11:54:11,318][lightning][INFO] - prediction: ср тотонкоокооокотононооооеее
[2022-11-01 11:54:12,962][lightning][INFO] - reference : афина отключить таймер
[2022-11-01 11:54:12,963][lightning][INFO] - prediction: афиа иа
[2022-11-01 11:54:14,567][lightning][INFO] - reference : афина когда перестал существовать саманиды
[2022-11-01 11:54:14,567][lightning][INFO] - prediction: салнпопетесткн
[2022-11-01 11:54:16,429][lightning][INFO] - reference : афина из за чего муха не падает со стены
[2022-11-01 11:54:16,429][lightning][INFO] - prediction: афин вдичион н арнесисии
[2022-11-01 11:54:18,152][lightning][INFO] - reference : сбер здравствуйте как подключить услугу бонусы спасибо
[2022-11-01 11:54:18,153][lightning][INFO] - prediction: бере аииаатаетитпосеоосаса
[2022-11-01 11:54:19,813][lightning][INFO] - reference : афина поставь будильник на восемь утра
[2022-11-01 11:54:19,813][lightning][INFO] - prediction: афина кы дедимобосуте
[2022-11-01 11:54:21,374][lightning][INFO] - reference : сбер выведи мне адреса банкоматов сбербанка
[2022-11-01 11:54:21,374][lightning][INFO] - prediction: сбер влитинемосато таното тоба
[2022-11-01 11:54:22,847][lightning][INFO] - reference : афина чем занимается роснанотех
[2022-11-01 11:54:22,847][lightning][INFO] - prediction: фина чеинматаастамате
[2022-11-01 11:54:24,332][lightning][INFO] - reference : джой какие болонки ты знаешь
[2022-11-01 11:54:24,332][lightning][INFO] - prediction: джой коти овоте дооас
[2022-11-01 11:54:26,053][lightning][INFO] - reference : джой включи корнилич
[2022-11-01 11:54:26,053][lightning][INFO] - prediction: джой вкюючиконуничи
[2022-11-01 11:54:27,656][lightning][INFO] - reference : салют сводный отчет по картам
[2022-11-01 11:54:27,656][lightning][INFO] - prediction: салют снекачакакани
[2022-11-01 11:54:29,165][lightning][INFO] - reference : сбер ужасы стивена спилберга
[2022-11-01 11:54:29,165][lightning][INFO] - prediction: сбер носистиениспинне
[2022-11-01 11:54:30,917][lightning][INFO] - reference : сбер сделай пополнение телефона на двести рублей
[2022-11-01 11:54:30,917][lightning][INFO] - prediction: сбер сеипо паненитене коннапыстее
[2022-11-01 11:54:32,824][lightning][INFO] - reference : афина а есть информация по погоде в городе мышкин
[2022-11-01 11:54:32,825][lightning][INFO] - prediction: афина калиседанататгобозе бозинучите
[2022-11-01 11:54:34,486][lightning][INFO] - reference : яркость освещения на веранде нужно увеличить на двадцать пять процентов
[2022-11-01 11:54:34,487][lightning][INFO] - prediction: д костасччениннядиноднокумечинудаактяац
[2022-11-01 11:54:35,991][lightning][INFO] - reference : сбер по какой причине мне пришло отказ по кредиту
[2022-11-01 11:54:35,991][lightning][INFO] - prediction: сбер окакопрючининетычиооткас покитити
