[2022-11-01 12:29:30,448][lightning][INFO] - successful load initial weights
[2022-11-01 12:29:32,257][lightning][INFO] - reference : джой хватит
[2022-11-01 12:29:32,257][lightning][INFO] - prediction: 
[2022-11-01 12:29:32,330][lightning][INFO] - reference : джой надоел
[2022-11-01 12:29:32,330][lightning][INFO] - prediction: 
[2022-11-01 12:29:37,570][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 12:29:37,570][lightning][INFO] - prediction: сзеиоо кт зекоо ммоннри  ууявеь дэ
[2022-11-01 12:29:39,692][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 12:29:39,693][lightning][INFO] - prediction: аккбнат житон
[2022-11-01 12:29:41,355][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 12:29:41,355][lightning][INFO] - prediction: сптикелататтпесаенаавитененеи
[2022-11-01 12:29:43,322][lightning][INFO] - reference : сбер здравствуйте сегодня работает банк на гамзатова шестьдесят четыре
[2022-11-01 12:29:43,322][lightning][INFO] - prediction: сотасаототтоотасас
[2022-11-01 12:29:45,215][lightning][INFO] - reference : афина отключить таймер
[2022-11-01 12:29:45,215][lightning][INFO] - prediction: аос
[2022-11-01 12:29:46,987][lightning][INFO] - reference : афина когда перестал существовать саманиды
[2022-11-01 12:29:46,987][lightning][INFO] - prediction: дааетеитислака
[2022-11-01 12:29:49,081][lightning][INFO] - reference : афина из за чего муха не падает со стены
[2022-11-01 12:29:49,082][lightning][INFO] - prediction: юсинисианонао паесиссино
[2022-11-01 12:29:51,026][lightning][INFO] - reference : сбер здравствуйте как подключить услугу бонусы спасибо
[2022-11-01 12:29:51,026][lightning][INFO] - prediction: с окасотикатапиякоеебнностскати
[2022-11-01 12:29:52,909][lightning][INFO] - reference : афина поставь будильник на восемь утра
[2022-11-01 12:29:52,909][lightning][INFO] - prediction: атикатаодеоосеа
[2022-11-01 12:29:54,712][lightning][INFO] - reference : сбер выведи мне адреса банкоматов сбербанка
[2022-11-01 12:29:54,712][lightning][INFO] - prediction: би тиевисаниеканане тоасо
[2022-11-01 12:29:56,332][lightning][INFO] - reference : афина чем занимается роснанотех
[2022-11-01 12:29:56,332][lightning][INFO] - prediction: аачиномаааскомаи
[2022-11-01 12:29:57,966][lightning][INFO] - reference : джой какие болонки ты знаешь
[2022-11-01 12:29:57,966][lightning][INFO] - prediction: джопотинагоутидознае
[2022-11-01 12:29:59,683][lightning][INFO] - reference : джой включи корнилич
[2022-11-01 12:29:59,683][lightning][INFO] - prediction:  колючикод
[2022-11-01 12:30:01,548][lightning][INFO] - reference : салют сводный отчет по картам
[2022-11-01 12:30:01,548][lightning][INFO] - prediction: аокне очпокадно
[2022-11-01 12:30:03,267][lightning][INFO] - reference : сбер ужасы стивена спилберга
[2022-11-01 12:30:03,268][lightning][INFO] - prediction: серт мососфенемус тма
[2022-11-01 12:30:05,029][lightning][INFO] - reference : сбер сделай пополнение телефона на двести рублей
[2022-11-01 12:30:05,030][lightning][INFO] - prediction: сбе енпоболлинитнепоннапстенорие
[2022-11-01 12:30:07,225][lightning][INFO] - reference : афина а есть информация по погоде в городе мышкин
[2022-11-01 12:30:07,225][lightning][INFO] - prediction: афина калиианатотпоосаболзиемочете
[2022-11-01 12:30:09,051][lightning][INFO] - reference : яркость освещения на веранде нужно увеличить на двадцать пять процентов
[2022-11-01 12:30:09,051][lightning][INFO] - prediction: джо касачиненанелдемонопумичионатяаа
[2022-11-01 12:30:10,707][lightning][INFO] - reference : сбер по какой причине мне пришло отказ по кредиту
[2022-11-01 12:30:10,707][lightning][INFO] - prediction: бер какокрючининитечинокаткас коктитит
[2022-11-01 12:30:12,551][lightning][INFO] - reference : сбер что за регион оплаты
[2022-11-01 12:30:12,552][lightning][INFO] - prediction: сбер тозарионтоат
[2022-11-01 12:30:14,763][lightning][INFO] - reference : салют что такое острова кука
[2022-11-01 12:30:14,763][lightning][INFO] - prediction: салат четакастанагоба
[2022-11-01 12:30:16,631][lightning][INFO] - reference : джой фильм про шварценеггера терминатор
[2022-11-01 12:30:16,631][lightning][INFO] - prediction: джойфелн прожоснядеретерненада
[2022-11-01 12:30:18,779][lightning][INFO] - reference : джой могу поменять офис получения карты
[2022-11-01 12:30:18,779][lightning][INFO] - prediction: жоо могутоминавкотис поючне кат
[2022-11-01 12:30:20,771][lightning][INFO] - reference : джой давно пора
[2022-11-01 12:30:20,771][lightning][INFO] - prediction: жо наомра
[2022-11-01 12:30:22,476][lightning][INFO] - reference : афина для чего нужна финансовая аналитика
[2022-11-01 12:30:22,476][lightning][INFO] - prediction: афина ичжео нинатена снавмаие
[2022-11-01 12:30:24,010][lightning][INFO] - reference : джой пропали карты
[2022-11-01 12:30:24,010][lightning][INFO] - prediction: жой рапоне арбо
[2022-11-01 12:30:25,882][lightning][INFO] - reference : джой вруби мое музло
[2022-11-01 12:30:25,882][lightning][INFO] - prediction: джоой уде монебозоо
[2022-11-01 12:30:27,757][lightning][INFO] - reference : сбер когда начался сербский договор
[2022-11-01 12:30:27,757][lightning][INFO] - prediction: сбер карданачуса ескидонало
[2022-11-01 12:30:29,787][lightning][INFO] - reference : салют здравствуйте есть ли деньги у меня на счете
[2022-11-01 12:30:29,787][lightning][INFO] - prediction: салют  пастут песветедеетнотет
[2022-11-01 12:30:31,448][lightning][INFO] - reference : салют как часто можно выходить на ули
