[2022-11-01 14:33:53,084][lightning][INFO] - successful load initial weights
[2022-11-01 14:33:54,895][lightning][INFO] - reference : джой хватит
[2022-11-01 14:33:54,895][lightning][INFO] - prediction: 
[2022-11-01 14:33:54,974][lightning][INFO] - reference : джой надоел
[2022-11-01 14:33:54,974][lightning][INFO] - prediction: 
[2022-11-01 14:34:00,331][lightning][INFO] - reference : афина организуй мне запись к моему парикмахеру на этой неделе
[2022-11-01 14:34:00,331][lightning][INFO] - prediction: сижаоу в ао ма еьааа 
[2022-11-01 14:34:02,839][lightning][INFO] - reference : джой скажи а у тебя есть девушка
[2022-11-01 14:34:02,839][lightning][INFO] - prediction: саазакмаии
[2022-11-01 14:34:04,504][lightning][INFO] - reference : джой почему у некоторых людей нормальная улыбка а у некоторых очень сильно видны верхние десны
[2022-11-01 14:34:04,504][lightning][INFO] - prediction: чаеакадетапаканакитеиата
[2022-11-01 14:34:06,799][lightning][INFO] - reference : сбер здравствуйте сегодня работает банк на гамзатова шестьдесят четыре
[2022-11-01 14:34:06,799][lightning][INFO] - prediction: сажюа ао оетиноаоа отонооонаоонтенеи
[2022-11-01 14:34:08,733][lightning][INFO] - reference : афина отключить таймер
[2022-11-01 14:34:08,733][lightning][INFO] - prediction: сафи сиа
[2022-11-01 14:34:10,700][lightning][INFO] - reference : афина когда перестал существовать саманиды
[2022-11-01 14:34:10,700][lightning][INFO] - prediction: тна паи скасиааткнао
[2022-11-01 14:34:13,071][lightning][INFO] - reference : афина из за чего муха не падает со стены
[2022-11-01 14:34:13,071][lightning][INFO] - prediction: афи очивоно коно каесисие
[2022-11-01 14:34:15,289][lightning][INFO] - reference : сбер здравствуйте как подключить услугу бонусы спасибо
[2022-11-01 14:34:15,290][lightning][INFO] - prediction: сберсетикакааресдпусоноекаиа
[2022-11-01 14:34:17,371][lightning][INFO] - reference : афина поставь будильник на восемь утра
[2022-11-01 14:34:17,371][lightning][INFO] - prediction: сачина кастибудени омочевотеа
[2022-11-01 14:34:19,299][lightning][INFO] - reference : сбер выведи мне адреса банкоматов сбербанка
[2022-11-01 14:34:19,300][lightning][INFO] - prediction: берпеитиненысоти тонаигоа
[2022-11-01 14:34:21,012][lightning][INFO] - reference : афина чем занимается роснанотех
[2022-11-01 14:34:21,012][lightning][INFO] - prediction: финечемажмимасмасмоатин
[2022-11-01 14:34:22,963][lightning][INFO] - reference : джой какие болонки ты знаешь
[2022-11-01 14:34:22,963][lightning][INFO] - prediction: джой кои баботедознаот
[2022-11-01 14:34:24,846][lightning][INFO] - reference : джой включи корнилич
[2022-11-01 14:34:24,846][lightning][INFO] - prediction: джой включи канич
[2022-11-01 14:34:27,211][lightning][INFO] - reference : салют сводный отчет по картам
[2022-11-01 14:34:27,211][lightning][INFO] - prediction: салют оне качо покану
[2022-11-01 14:34:29,078][lightning][INFO] - reference : сбер ужасы стивена спилберга
[2022-11-01 14:34:29,078][lightning][INFO] - prediction: сбер улосастимыс тенбе
[2022-11-01 14:34:31,414][lightning][INFO] - reference : сбер сделай пополнение телефона на двести рублей
[2022-11-01 14:34:31,414][lightning][INFO] - prediction: сбер сденпобоненитепонадитемоеи
[2022-11-01 14:34:33,827][lightning][INFO] - reference : афина а есть информация по погоде в городе мышкин
[2022-11-01 14:34:33,828][lightning][INFO] - prediction: афина каитианмасакбогожа корземучте
[2022-11-01 14:34:35,839][lightning][INFO] - reference : яркость освещения на веранде нужно увеличить на двадцать пять процентов
[2022-11-01 14:34:35,839][lightning][INFO] - prediction: бей костасчнененераадинодно унчноатипяоц
[2022-11-01 14:34:37,644][lightning][INFO] - reference : сбер по какой причине мне пришло отказ по кредиту
[2022-11-01 14:34:37,644][lightning][INFO] - prediction: сбер покакойкрючинемнеточемуаткас покретии
[2022-11-01 14:34:39,766][lightning][INFO] - reference : сбер что за регион оплаты
[2022-11-01 14:34:39,766][lightning][INFO] - prediction: сбеер стзребокат
[2022-11-01 14:34:42,080][lightning][INFO] - reference : салют что такое острова кука
[2022-11-01 14:34:42,080][lightning][INFO] - prediction: салют такожтаалоупо
[2022-11-01 14:34:44,347][lightning][INFO] - reference : джой фильм про шварценеггера терминатор
[2022-11-01 14:34:44,348][lightning][INFO] - prediction: джой фем ршацнадертернната
[2022-11-01 14:34:46,479][lightning][INFO] - reference : джой могу поменять офис получения карты
[2022-11-01 14:34:46,479][lightning][INFO] - prediction: джой магу помнитофис плючини кат
[2022-11-01 14:34:49,019][lightning][INFO] - reference : джой давно пора
[2022-11-01 14:34:49,020][lightning][INFO] - prediction: джой налура
[2022-11-01 14:34:51,097][lightning][INFO] - reference : афина для чего нужна финансовая аналитика
[2022-11-01 14:34:51,097][lightning][INFO] - prediction: афина печжеловенатиназрананите
[2022-11-01 14:34:52,891][lightning][INFO] - reference : джой пропали карты
[2022-11-01 14:34:52,891][lightning][INFO] - prediction: джой пракал парты
[2022-11-01 14:34:54,986][lightning][INFO] - reference : джой вруби мое музло
[2022-11-01 14:34:54,986][lightning][INFO] - prediction: джой убималебусву
[2022-11-01 14:34:57,132][lightning][INFO] - reference : сбер когда начался сербский договор
[2022-11-01 14:34:57,133][lightning][INFO] - prediction: сбер какданачу са ссески донало
[2022-11-01 14:34:59,091][lightning][INFO] - reference : салют здравствуйте есть ли деньги у меня на счете
[2022-11-01 14:34:59,091][lightning][INFO] - prediction: салют срасттеснедетеермочету
[2022-11-01 14:35:00,837][lightning][INFO] - reference : салют как часто можно выходить на ули
[2022-11-01 14:35:00,838][lightning][INFO] - prediction: салют акча стмозам тадиднауни
[2022-11-01 14:35:02,820][lightning][INFO] - reference : сбер что тебе известно
[2022-11-01 14:35:02,820][lightning][INFO] - prediction: сбер чкоте безесна
[2022-11-01 14:35:04,538][lightning][INFO] - reference : салют перекинь ка деньги а то баланс на сотовом телефоне кончился
[2022-11-01 14:35:04,538][lightning][INFO] - prediction: салют перети коленьне отабалаосукадерфониатоса
[2022-11-01 14:35:06,277][lightning][INFO] - reference : афина оплата связи второй номер
[2022-11-01 14:35:06,277][lightning][INFO] - prediction: афинаготослесистаронана
[2022-11-01 14:35:08,339][lightning][INFO] - reference : афина какими навыками знаниями и качествами должен обладать современный мужчина чтобы быть капитальным красавчиком
[2022-11-01 14:35:08,340][lightning][INFO] - prediction: афина какими навокымезнанини качилетожмолаасовреми нимучимчтоекопитар расачк
[2022-11-01 14:35:10,041][lightning][INFO] - reference : сбер что будет если меня поймают с наркотиками а я скажу что нашел их и хочу сдать
[2022-11-01 14:35:10,041][lightning][INFO] - prediction: сбер чтобудетессемумо комансакотко ноолястожежтамошалшиочисдат
[2022-11-01 14:35:11,706][lightning][INFO] - reference : салют перевыпустите карту московского региона
[2022-11-01 14:35:11,707][lightning][INFO] - prediction: салют переныбостикато маскускорелерада
[2022-11-01 14:35:13,291][lightning][INFO] - reference : афина как учился базаров александр
[2022-11-01 14:35:13,291][lightning][INFO] - prediction: афина овкакучинса пазарарисата
[2022-11-01 14:35:15,198][lightning][INFO] - reference : сбер баланс на карте сорок восемь двадцать пять последние четыре цифры
[2022-11-01 14:35:15,198][lightning][INFO] - prediction: сбер фосвакартисеркосидоняке поснодишкерцяа
[2022-11-01 14:35:16,806][lightning][INFO] - reference : сбер много разговариваешь и все не по делу
[2022-11-01 14:35:16,806][lightning][INFO] - prediction: сбер набротавалушсли бадима
[2022-11-01 14:35:18,408][lightning][INFO] - reference : афина покажи телевизионный канал матч тв
[2022-11-01 14:35:18,408][lightning][INFO] - prediction: афина покализелизано канамаш теви
[2022-11-01 14:35:20,206][lightning][INFO] - reference : джой как расплачиваться в бельгии
[2022-11-01 14:35:20,206][lightning][INFO] - prediction: джой какраскочиноцерпеди
[2022-11-01 14:35:21,806][lightning][INFO] - reference : джой какие виды черное лето ты знаешь
[2022-11-01 14:35:21,806][lightning][INFO] - prediction: джой катиевивичаттковераты знаешь
[2022-11-01 14:35:23,297][lightning][INFO] - reference : афина шутки про нападение
[2022-11-01 14:35:23,297][lightning][INFO] - prediction: афина шоки прола бадени
[2022-11-01 14:35:25,356][lightning][INFO] - reference : сколько стоит один евро в рублях
[2022-11-01 14:35:25,356][lightning][INFO] - prediction: фолюкостот тадинева бобля
[2022-11-01 14:35:27,209][lightning][INFO] - reference : афина где было восстание разина
[2022-11-01 14:35:27,209][lightning][INFO] - prediction: афина деговостаирразма
[2022-11-01 14:35:29,227][lightning][INFO] - reference : афина заплатить за владимир водоканал
[2022-11-01 14:35:29,227][lightning][INFO] - prediction: афина саподизевадимерзадака
[2022-11-01 14:35:31,013][lightning][INFO] - reference : салют какие каких защитников животных ты знаешь
[2022-11-01 14:35:31,013][lightning][INFO] - prediction: салют какапиниапизошии кужооавты знашь
[2022-11-01 14:35:32,874][lightning][INFO] - reference : джой отметь что этот трек не катит
[2022-11-01 14:35:32,874][lightning][INFO] - prediction: джой акичтато трокею кат
[2022-11-01 14:35:34,712][lightning][INFO] - reference : сбер в чем заключается уникальность продукта тинькова и почему они им так гордятся
[2022-11-01 14:35:34,712][lightning][INFO] - prediction: сбер чазаключатяни каниспраобувтатин ково почемани тапортець
[2022-11-01 14:35:36,587][lightning][INFO] - reference : салют покажи где есть банкоматы
